Animal_Type,Age_Category,Primary_Condition,Severity,Treatment_Category,All_Symptoms
Dog,Puppy,Intestinal Parasites,Moderate,Medical,Abdominal Swelling Diarrhea Dehydration Poor Growth Dull Coat
Cat,Adult,Psychogenic Alopecia,Mild,Behavioral,Excessive Grooming Hair Loss Skin Lesions Irritability Scratching
Dog,Adult,Internal Bleeding,Severe,Emergency,Swollen Abdomen Difficulty Breathing Pale Gums Weakness Collapse
Cat,Senior,Bladder Stones,Moderate,Surgical,Difficulty Urinating Blood in Urine Crying in Litter Box Frequent Licking Lethargy
Dog,Puppy,Conjunctivitis,Mild,Medical,Eye Discharge Squinting Redness Pawing at Eye Swelling
Cat,Kitten,Broken Bone,Moderate,Surgical,Limping Swollen Leg Pain Fever Lethargy
Dog,Senior,Thyroid Disease,Moderate,Chronic,Increased Appetite Weight Loss Panting Restlessness Hair Loss
Cat,Adult,Pleural Effusion,Severe,Emergency,Difficulty Breathing Open-Mouth Breathing Lethargy Blue Gums Collapse
Dog,Adult,Acral Lick Dermatitis,Mild,Behavioral,Excessive Licking Hair Loss Skin Redness Anxiety Restlessness
Cat,Senior,Abdominal Cancer,Severe,Terminal,Swollen Abdomen Difficulty Breathing Weight Loss Poor Appetite Lethargy
Dog,Puppy,Hypoglycemia,Severe,Emergency,Difficulty Walking Weakness Tremors Collapse Seizures
Cat,Kitten,Gastroenteritis,Moderate,Medical,Vomiting Diarrhea Abdominal Pain Fever Dehydration
Dog,Senior,Tracheal Collapse,Moderate,Chronic,Coughing Gagging Difficulty Breathing Exercise Intolerance Collapse
Cat,Adult,Feline Infectious Peritonitis,Severe,Terminal,Swollen Abdomen Lethargy Poor Appetite Vomiting Pale Gums
Dog,Adult,Noise Phobia,Mild,Behavioral,Excessive Panting Anxiety Pacing Trembling Hiding
Cat,Senior,Chronic Kidney Disease,Severe,Chronic,Increased Thirst Increased Urination Weight Loss Vomiting Lethargy
Dog,Puppy,Panosteitis,Moderate,Medical,Swollen Joints Fever Lameness Pain Lethargy
Cat,Kitten,Coronavirus,Moderate,Medical,Diarrhea Vomiting Dehydration Lethargy Fever
Dog,Senior,Congestive Heart Failure,Severe,Chronic,Difficulty Breathing Coughing Exercise Intolerance Fainting Collapse
Cat,Adult,Rhinitis,Mild,Medical,Sneezing Nasal Discharge Congestion Loss of Appetite Lethargy
Dog,Adult,Splenic Tumor,Severe,Surgical,Swollen Abdomen Lethargy Pale Gums Weakness Collapse
Cat,Senior,Stomatitis,Moderate,Dental,Difficulty Eating Weight Loss Drooling Bad Breath Pawing at Mouth
Dog,Puppy,Coronavirus,Moderate,Medical,Diarrhea Vomiting Lethargy Dehydration Fever
Cat,Kitten,Bronchitis,Moderate,Medical,Difficulty Breathing Wheezing Coughing Lethargy Blue Gums
Dog,Senior,Pleural Effusion,Severe,Emergency,Swollen Abdomen Difficulty Breathing Lethargy Coughing Exercise Intolerance
Cat,Adult,Arthritis,Moderate,Chronic,Limping Joint Pain Swelling Fever Lethargy
Dog,Adult,Separation Anxiety,Mild,Behavioral,Excessive Barking Pacing Destructive Behavior Escape Attempts House Soiling
Cat,Senior,Lung Cancer,Severe,Terminal,Difficulty Breathing Coughing Lethargy Poor Appetite Weight Loss
Dog,Puppy,Osteomyelitis,Moderate,Medical,Limping Pain Swelling Fever Lethargy
Cat,Kitten,Hydrocephalus,Severe,Chronic,Seizures Disorientation Circling Head Tilt Blindness
Dog,Senior,Intervertebral Disc Disease,Severe,Surgical,Difficulty Walking Weakness Muscle Wasting Lethargy Incontinence
Cat,Adult,Pancreatitis,Severe,Emergency,Vomiting Diarrhea Abdominal Pain Fever Dehydration
Dog,Adult,Food Allergy,Moderate,Medical,Excessive Licking Scratching Hair Loss Skin Redness Hot Spots
Cat,Senior,Diabetes Mellitus,Severe,Chronic,Increased Thirst Increased Urination Weight Loss Poor Coat Lethargy
Dog,Puppy,Gastroenteritis,Moderate,Medical,Vomiting Diarrhea Lethargy Fever Abdominal Pain
Cat,Kitten,Intestinal Blockage,Severe,Surgical,Swollen Abdomen Lethargy Poor Growth Diarrhea Vomiting
Dog,Senior,Pulmonary Fibrosis,Severe,Terminal,Difficulty Breathing Coughing Exercise Intolerance Lethargy Collapse
Dog,Puppy,Vestibular Disease,Moderate,Medical,Head Tilt Disorientation Circling Loss of Balance Seizures
Cat,Adult,Flea Allergy Dermatitis,Mild,Medical,Excessive Scratching Hair Loss Skin Lesions Irritability Restlessness
Dog,Adult,Lymphoma,Severe,Terminal,Swollen Lymph Nodes Fever Lethargy Loss of Appetite Weight Loss
Cat,Senior,Arthritis,Moderate,Chronic,Difficulty Jumping Stiffness Pain Reduced Activity Weight Gain
Dog,Puppy,Parasitic Infection,Moderate,Medical,Diarrhea Vomiting Dehydration Lethargy Fever
Cat,Kitten,Conjunctivitis,Mild,Medical,Swollen Eyes Discharge Squinting Redness Pawing at Face
Dog,Senior,Hyperthyroidism,Moderate,Chronic,Excessive Panting Restlessness Increased Thirst Frequent Urination Weight Loss
Cat,Adult,Feline Infectious Peritonitis,Severe,Terminal,Swollen Abdomen Lethargy Poor Appetite Vomiting Diarrhea
Dog,Adult,Oral Tumor,Severe,Surgical,Excessive Drooling Difficulty Eating Bad Breath Weight Loss Pawing at Mouth
Cat,Senior,Heart Disease,Severe,Chronic,Difficulty Breathing Coughing Lethargy Poor Appetite Weight Loss
Dog,Puppy,Septic Arthritis,Moderate,Medical,Swollen Joints Lameness Pain Fever Lethargy
Cat,Kitten,Parvovirus,Severe,Emergency,Diarrhea Vomiting Dehydration Lethargy Fever
Dog,Senior,Cognitive Dysfunction,Moderate,Chronic,Confusion Disorientation Changes in Sleep Anxiety Inappropriate Elimination
Cat,Kitten,Feline Calicivirus,Moderate,Medical,Swollen Paw Pads Lethargy Fever Nasal Discharge Loss of Appetite
Dog,Adult,Heat Stroke,Severe,Emergency,Excessive Panting Restlessness Pacing Whining Tremors
Cat,Senior,Hypothyroidism,Moderate,Chronic,Weight Gain Thickened Skin Lethargy Slow Healing Recurrent Infections
Dog,Puppy,Intestinal Parasites,Moderate,Medical,Abdominal Swelling Diarrhea Dehydration Poor Growth Dull Coat
Cat,Adult,Psychogenic Alopecia,Mild,Behavioral,Excessive Grooming Hair Loss Skin Lesions Irritability Scratching
Dog,Adult,Internal Bleeding,Severe,Emergency,Swollen Abdomen Difficulty Breathing Pale Gums Weakness Collapse
Cat,Senior,Bladder Stones,Moderate,Surgical,Difficulty Urinating Blood in Urine Crying in Litter Box Frequent Licking Lethargy
Dog,Puppy,Conjunctivitis,Mild,Medical,Eye Discharge Squinting Redness Pawing at Eye Swelling
Cat,Kitten,Broken Bone,Moderate,Surgical,Limping Swollen Leg Pain Fever Lethargy
Dog,Senior,Thyroid Disease,Moderate,Chronic,Increased Appetite Weight Loss Panting Restlessness Hair Loss
Cat,Adult,Pleural Effusion,Severe,Emergency,Difficulty Breathing Open-Mouth Breathing Lethargy Blue Gums Collapse
Dog,Adult,Acral Lick Dermatitis,Mild,Behavioral,Excessive Licking Hair Loss Skin Redness Anxiety Restlessness
Cat,Senior,Abdominal Cancer,Severe,Terminal,Swollen Abdomen Difficulty Breathing Weight Loss Poor Appetite Lethargy
Dog,Puppy,Hypoglycemia,Severe,Emergency,Difficulty Walking Weakness Tremors Collapse Seizures
Cat,Kitten,Gastroenteritis,Moderate,Medical,Vomiting Diarrhea Abdominal Pain Fever Dehydration
Dog,Senior,Tracheal Collapse,Moderate,Chronic,Coughing Gagging Difficulty Breathing Exercise Intolerance Collapse
Cat,Adult,Feline Infectious Peritonitis,Severe,Terminal,Swollen Abdomen Lethargy Poor Appetite Vomiting Pale Gums
Dog,Adult,Noise Phobia,Mild,Behavioral,Excessive Panting Anxiety Pacing Trembling Hiding
Cat,Senior,Chronic Kidney Disease,Severe,Chronic,Increased Thirst Increased Urination Weight Loss Vomiting Lethargy
Dog,Puppy,Panosteitis,Moderate,Medical,Swollen Joints Fever Lameness Pain Lethargy
Cat,Kitten,Coronavirus,Moderate,Medical,Diarrhea Vomiting Dehydration Lethargy Fever
Dog,Senior,Congestive Heart Failure,Severe,Chronic,Difficulty Breathing Coughing Exercise Intolerance Fainting Collapse
Cat,Adult,Rhinitis,Mild,Medical,Sneezing Nasal Discharge Congestion Loss of Appetite Lethargy
Dog,Adult,Splenic Tumor,Severe,Surgical,Swollen Abdomen Lethargy Pale Gums Weakness Collapse
Cat,Senior,Stomatitis,Moderate,Dental,Difficulty Eating Weight Loss Drooling Bad Breath Pawing at Mouth
Dog,Puppy,Coronavirus,Moderate,Medical,Diarrhea Vomiting Lethargy Dehydration Fever
Cat,Kitten,Bronchitis,Moderate,Medical,Difficulty Breathing Wheezing Coughing Lethargy Blue Gums
Dog,Senior,Pleural Effusion,Severe,Emergency,Swollen Abdomen Difficulty Breathing Lethargy Coughing Exercise Intolerance
Cat,Adult,Arthritis,Moderate,Chronic,Limping Joint Pain Swelling Fever Lethargy
Dog,Adult,Separation Anxiety,Mild,Behavioral,Excessive Barking Pacing Destructive Behavior Escape Attempts House Soiling
Cat,Senior,Lung Cancer,Severe,Terminal,Difficulty Breathing Coughing Lethargy Poor Appetite Weight Loss
Dog,Puppy,Osteomyelitis,Moderate,Medical,Limping Pain Swelling Fever Lethargy
Cat,Kitten,Hydrocephalus,Severe,Chronic,Seizures Disorientation Circling Head Tilt Blindness
Dog,Senior,Intervertebral Disc Disease,Severe,Surgical,Difficulty Walking Weakness Muscle Wasting Lethargy Incontinence
Cat,Adult,Pancreatitis,Severe,Emergency,Vomiting Diarrhea Abdominal Pain Fever Dehydration
Dog,Adult,Food Allergy,Moderate,Medical,Excessive Licking Scratching Hair Loss Skin Redness Hot Spots
Cat,Senior,Diabetes Mellitus,Severe,Chronic,Increased Thirst Increased Urination Weight Loss Poor Coat Lethargy
Dog,Puppy,Gastroenteritis,Moderate,Medical,Vomiting Diarrhea Lethargy Fever Abdominal Pain
Cat,Kitten,Intestinal Blockage,Severe,Surgical,Swollen Abdomen Lethargy Poor Growth Diarrhea Vomiting
Dog,Senior,Pulmonary Fibrosis,Severe,Terminal,Difficulty Breathing Coughing Exercise Intolerance Lethargy Collapse
Dog,Puppy,Vestibular Disease,Moderate,Medical,Head Tilt Disorientation Circling Loss of Balance Seizures
Cat,Adult,Flea Allergy Dermatitis,Mild,Medical,Excessive Scratching Hair Loss Skin Lesions Irritability Restlessness
Dog,Adult,Lymphoma,Severe,Terminal,Swollen Lymph Nodes Fever Lethargy Loss of Appetite Weight Loss
Cat,Senior,Arthritis,Moderate,Chronic,Difficulty Jumping Stiffness Pain Reduced Activity Weight Gain
Dog,Puppy,Parasitic Infection,Moderate,Medical,Diarrhea Vomiting Dehydration Lethargy Fever
Cat,Kitten,Conjunctivitis,Mild,Medical,Swollen Eyes Discharge Squinting Redness Pawing at Face
Dog,Senior,Hyperthyroidism,Moderate,Chronic,Excessive Panting Restlessness Increased Thirst Frequent Urination Weight Loss
Cat,Adult,Feline Infectious Peritonitis,Severe,Terminal,Swollen Abdomen Lethargy Poor Appetite Vomiting Diarrhea
Dog,Adult,Oral Tumor,Severe,Surgical,Excessive Drooling Difficulty Eating Bad Breath Weight Loss Pawing at Mouth
Cat,Senior,Heart Disease,Severe,Chronic,Difficulty Breathing Coughing Lethargy Poor Appetite Weight Loss
Dog,Puppy,Septic Arthritis,Moderate,Medical,Swollen Joints Lameness Pain Fever Lethargy
Cat,Kitten,Parvovirus,Severe,Emergency,Diarrhea Vomiting Dehydration Lethargy Fever
Dog,Senior,Cognitive Dysfunction,Moderate,Chronic,Confusion Disorientation Changes in Sleep Anxiety Inappropriate Elimination
Cat,Kitten,Feline Calicivirus,Moderate,Medical,Swollen Paw Pads Lethargy Fever Nasal Discharge Loss of Appetite
Dog,Adult,Heat Stroke,Severe,Emergency,Excessive Panting Restlessness Pacing Whining Tremors
Cat,Senior,Hypothyroidism,Moderate,Chronic,Weight Gain Thickened Skin Lethargy Slow Healing Recurrent Infections
Dog,Puppy,Intestinal Parasites,Moderate,Medical,Abdominal Swelling Diarrhea Dehydration Poor Growth Dull Coat
Cat,Adult,Psychogenic Alopecia,Mild,Behavioral,Excessive Grooming Hair Loss Skin Lesions Irritability Scratching
Dog,Adult,Internal Bleeding,Severe,Emergency,Swollen Abdomen Difficulty Breathing Pale Gums Weakness Collapse
Cat,Senior,Bladder Stones,Moderate,Surgical,Difficulty Urinating Blood in Urine Crying in Litter Box Frequent Licking Lethargy
Dog,Puppy,Conjunctivitis,Mild,Medical,Eye Discharge Squinting Redness Pawing at Eye Swelling
Cat,Kitten,Broken Bone,Moderate,Surgical,Limping Swollen Leg Pain Fever Lethargy
Dog,Senior,Thyroid Disease,Moderate,Chronic,Increased Appetite Weight Loss Panting Restlessness Hair Loss
Cat,Adult,Pleural Effusion,Severe,Emergency,Difficulty Breathing Open-Mouth Breathing Lethargy Blue Gums Collapse
Dog,Adult,Acral Lick Dermatitis,Mild,Behavioral,Excessive Licking Hair Loss Skin Redness Anxiety Restlessness
Cat,Senior,Abdominal Cancer,Severe,Terminal,Swollen Abdomen Difficulty Breathing Weight Loss Poor Appetite Lethargy
Dog,Puppy,Hypoglycemia,Severe,Emergency,Difficulty Walking Weakness Tremors Collapse Seizures
Cat,Kitten,Gastroenteritis,Moderate,Medical,Vomiting Diarrhea Abdominal Pain Fever Dehydration
Dog,Senior,Tracheal Collapse,Moderate,Chronic,Coughing Gagging Difficulty Breathing Exercise Intolerance Collapse
Cat,Adult,Feline Infectious Peritonitis,Severe,Terminal,Swollen Abdomen Lethargy Poor Appetite Vomiting Pale Gums
Dog,Adult,Noise Phobia,Mild,Behavioral,Excessive Panting Anxiety Pacing Trembling Hiding
Cat,Senior,Chronic Kidney Disease,Severe,Chronic,Increased Thirst Increased Urination Weight Loss Vomiting Lethargy
Dog,Puppy,Panosteitis,Moderate,Medical,Swollen Joints Fever Lameness Pain Lethargy
Cat,Kitten,Coronavirus,Moderate,Medical,Diarrhea Vomiting Dehydration Lethargy Fever
Dog,Senior,Congestive Heart Failure,Severe,Chronic,Difficulty Breathing Coughing Exercise Intolerance Fainting Collapse
Cat,Adult,Rhinitis,Mild,Medical,Sneezing Nasal Discharge Congestion Loss of Appetite Lethargy
Dog,Adult,Splenic Tumor,Severe,Surgical,Swollen Abdomen Lethargy Pale Gums Weakness Collapse
Cat,Senior,Stomatitis,Moderate,Dental,Difficulty Eating Weight Loss Drooling Bad Breath Pawing at Mouth
Dog,Puppy,Coronavirus,Moderate,Medical,Diarrhea Vomiting Lethargy Dehydration Fever
Cat,Kitten,Bronchitis,Moderate,Medical,Difficulty Breathing Wheezing Coughing Lethargy Blue Gums
Dog,Senior,Pleural Effusion,Severe,Emergency,Swollen Abdomen Difficulty Breathing Lethargy Coughing Exercise Intolerance
Cat,Adult,Arthritis,Moderate,Chronic,Limping Joint Pain Swelling Fever Lethargy
Dog,Adult,Separation Anxiety,Mild,Behavioral,Excessive Barking Pacing Destructive Behavior Escape Attempts House Soiling
Cat,Senior,Lung Cancer,Severe,Terminal,Difficulty Breathing Coughing Lethargy Poor Appetite Weight Loss
Dog,Puppy,Osteomyelitis,Moderate,Medical,Limping Pain Swelling Fever Lethargy
Cat,Kitten,Hydrocephalus,Severe,Chronic,Seizures Disorientation Circling Head Tilt Blindness
Dog,Senior,Intervertebral Disc Disease,Severe,Surgical,Difficulty Walking Weakness Muscle Wasting Lethargy Incontinence
Cat,Adult,Pancreatitis,Severe,Emergency,Vomiting Diarrhea Abdominal Pain Fever Dehydration
Dog,Adult,Food Allergy,Moderate,Medical,Excessive Licking Scratching Hair Loss Skin Redness Hot Spots
Cat,Senior,Diabetes Mellitus,Severe,Chronic,Increased Thirst Increased Urination Weight Loss Poor Coat Lethargy
Dog,Puppy,Gastroenteritis,Moderate,Medical,Vomiting Diarrhea Lethargy Fever Abdominal Pain
Cat,Kitten,Intestinal Blockage,Severe,Surgical,Swollen Abdomen Lethargy Poor Growth Diarrhea Vomiting
Dog,Senior,Pulmonary Fibrosis,Severe,Terminal,Difficulty Breathing Coughing Exercise Intolerance Lethargy Collapse
Dog,Puppy,Vestibular Disease,Moderate,Medical,Head Tilt Disorientation Circling Loss of Balance Seizures
Cat,Adult,Flea Allergy Dermatitis,Mild,Medical,Excessive Scratching Hair Loss Skin Lesions Irritability Restlessness
Dog,Adult,Lymphoma,Severe,Terminal,Swollen Lymph Nodes Fever Lethargy Loss of Appetite Weight Loss
Cat,Senior,Arthritis,Moderate,Chronic,Difficulty Jumping Stiffness Pain Reduced Activity Weight Gain
Dog,Puppy,Parasitic Infection,Moderate,Medical,Diarrhea Vomiting Dehydration Lethargy Fever
Cat,Kitten,Conjunctivitis,Mild,Medical,Swollen Eyes Discharge Squinting Redness Pawing at Face
Dog,Senior,Hyperthyroidism,Moderate,Chronic,Excessive Panting Restlessness Increased Thirst Frequent Urination Weight Loss
Cat,Adult,Feline Infectious Peritonitis,Severe,Terminal,Swollen Abdomen Lethargy Poor Appetite Vomiting Diarrhea
Dog,Adult,Oral Tumor,Severe,Surgical,Excessive Drooling Difficulty Eating Bad Breath Weight Loss Pawing at Mouth
Cat,Senior,Heart Disease,Severe,Chronic,Difficulty Breathing Coughing Lethargy Poor Appetite Weight Loss
Dog,Puppy,Septic Arthritis,Moderate,Medical,Swollen Joints Lameness Pain Fever Lethargy
Cat,Kitten,Parvovirus,Severe,Emergency,Diarrhea Vomiting Dehydration Lethargy Fever
Dog,Senior,Cognitive Dysfunction,Moderate,Chronic,Confusion Disorientation Changes in Sleep Anxiety Inappropriate Elimination
Cat,Kitten,Feline Calicivirus,Moderate,Medical,Swollen Paw Pads Lethargy Fever Nasal Discharge Loss of Appetite
Dog,Adult,Heat Stroke,Severe,Emergency,Excessive Panting Restlessness Pacing Whining Tremors
Cat,Senior,Hypothyroidism,Moderate,Chronic,Weight Gain Thickened Skin Lethargy Slow Healing Recurrent Infections
Dog,Puppy,Intestinal Parasites,Moderate,Medical,Abdominal Swelling Diarrhea Dehydration Poor Growth Dull Coat
Cat,Adult,Psychogenic Alopecia,Mild,Behavioral,Excessive Grooming Hair Loss Skin Lesions Irritability Scratching
Dog,Adult,Internal Bleeding,Severe,Emergency,Swollen Abdomen Difficulty Breathing Pale Gums Weakness Collapse
Cat,Senior,Bladder Stones,Moderate,Surgical,Difficulty Urinating Blood in Urine Crying in Litter Box Frequent Licking Lethargy
Dog,Puppy,Conjunctivitis,Mild,Medical,Eye Discharge Squinting Redness Pawing at Eye Swelling
Cat,Kitten,Broken Bone,Moderate,Surgical,Limping Swollen Leg Pain Fever Lethargy
Dog,Senior,Thyroid Disease,Moderate,Chronic,Increased Appetite Weight Loss Panting Restlessness Hair Loss
Cat,Adult,Pleural Effusion,Severe,Emergency,Difficulty Breathing Open-Mouth Breathing Lethargy Blue Gums Collapse
Dog,Adult,Acral Lick Dermatitis,Mild,Behavioral,Excessive Licking Hair Loss Skin Redness Anxiety Restlessness
Cat,Senior,Abdominal Cancer,Severe,Terminal,Swollen Abdomen Difficulty Breathing Weight Loss Poor Appetite Lethargy
Dog,Puppy,Hypoglycemia,Severe,Emergency,Difficulty Walking Weakness Tremors Collapse Seizures
Cat,Kitten,Gastroenteritis,Moderate,Medical,Vomiting Diarrhea Abdominal Pain Fever Dehydration
Dog,Senior,Tracheal Collapse,Moderate,Chronic,Coughing Gagging Difficulty Breathing Exercise Intolerance Collapse
Cat,Adult,Feline Infectious Peritonitis,Severe,Terminal,Swollen Abdomen Lethargy Poor Appetite Vomiting Pale Gums
Dog,Adult,Noise Phobia,Mild,Behavioral,Excessive Panting Anxiety Pacing Trembling Hiding
Cat,Senior,Chronic Kidney Disease,Severe,Chronic,Increased Thirst Increased Urination Weight Loss Vomiting Lethargy
Dog,Puppy,Panosteitis,Moderate,Medical,Swollen Joints Fever Lameness Pain Lethargy
Cat,Kitten,Coronavirus,Moderate,Medical,Diarrhea Vomiting Dehydration Lethargy Fever
Dog,Senior,Congestive Heart Failure,Severe,Chronic,Difficulty Breathing Coughing Exercise Intolerance Fainting Collapse
Cat,Adult,Rhinitis,Mild,Medical,Sneezing Nasal Discharge Congestion Loss of Appetite Lethargy
Dog,Adult,Splenic Tumor,Severe,Surgical,Swollen Abdomen Lethargy Pale Gums Weakness Collapse
Cat,Senior,Stomatitis,Moderate,Dental,Difficulty Eating Weight Loss Drooling Bad Breath Pawing at Mouth
Dog,Puppy,Coronavirus,Moderate,Medical,Diarrhea Vomiting Lethargy Dehydration Fever
Cat,Kitten,Bronchitis,Moderate,Medical,Difficulty Breathing Wheezing Coughing Lethargy Blue Gums
Dog,Senior,Pleural Effusion,Severe,Emergency,Swollen Abdomen Difficulty Breathing Lethargy Coughing Exercise Intolerance
Cat,Adult,Arthritis,Moderate,Chronic,Limping Joint Pain Swelling Fever Lethargy
Dog,Adult,Separation Anxiety,Mild,Behavioral,Excessive Barking Pacing Destructive Behavior Escape Attempts House Soiling
Cat,Senior,Lung Cancer,Severe,Terminal,Difficulty Breathing Coughing Lethargy Poor Appetite Weight Loss
Dog,Puppy,Osteomyelitis,Moderate,Medical,Limping Pain Swelling Fever Lethargy
Cat,Kitten,Hydrocephalus,Severe,Chronic,Seizures Disorientation Circling Head Tilt Blindness
Dog,Senior,Intervertebral Disc Disease,Severe,Surgical,Difficulty Walking Weakness Muscle Wasting Lethargy Incontinence
Cat,Adult,Pancreatitis,Severe,Emergency,Vomiting Diarrhea Abdominal Pain Fever Dehydration
Dog,Adult,Food Allergy,Moderate,Medical,Excessive Licking Scratching Hair Loss Skin Redness Hot Spots
Cat,Senior,Diabetes Mellitus,Severe,Chronic,Increased Thirst Increased Urination Weight Loss Poor Coat Lethargy
Dog,Puppy,Gastroenteritis,Moderate,Medical,Vomiting Diarrhea Lethargy Fever Abdominal Pain
Cat,Kitten,Intestinal Blockage,Severe,Surgical,Swollen Abdomen Lethargy Poor Growth Diarrhea Vomiting
Dog,Senior,Pulmonary Fibrosis,Severe,Terminal,Difficulty Breathing Coughing Exercise Intolerance Lethargy Collapse
Dog,Puppy,Vestibular Disease,Moderate,Medical,Head Tilt Disorientation Circling Loss of Balance Seizures
Cat,Adult,Flea Allergy Dermatitis,Mild,Medical,Excessive Scratching Hair Loss Skin Lesions Irritability Restlessness
Dog,Adult,Lymphoma,Severe,Terminal,Swollen Lymph Nodes Fever Lethargy Loss of Appetite Weight Loss
Cat,Senior,Arthritis,Moderate,Chronic,Difficulty Jumping Stiffness Pain Reduced Activity Weight Gain
Dog,Puppy,Parasitic Infection,Moderate,Medical,Diarrhea Vomiting Dehydration Lethargy Fever
Cat,Kitten,Conjunctivitis,Mild,Medical,Swollen Eyes Discharge Squinting Redness Pawing at Face
Dog,Senior,Hyperthyroidism,Moderate,Chronic,Excessive Panting Restlessness Increased Thirst Frequent Urination Weight Loss
Cat,Adult,Feline Infectious Peritonitis,Severe,Terminal,Swollen Abdomen Lethargy Poor Appetite Vomiting Diarrhea
Dog,Adult,Oral Tumor,Severe,Surgical,Excessive Drooling Difficulty Eating Bad Breath Weight Loss Pawing at Mouth
Cat,Senior,Heart Disease,Severe,Chronic,Difficulty Breathing Coughing Lethargy Poor Appetite Weight Loss
Dog,Puppy,Septic Arthritis,Moderate,Medical,Swollen Joints Lameness Pain Fever Lethargy
Cat,Kitten,Parvovirus,Severe,Emergency,Diarrhea Vomiting Dehydration Lethargy Fever
Dog,Senior,Cognitive Dysfunction,Moderate,Chronic,Confusion Disorientation Changes in Sleep Anxiety Inappropriate Elimination
Cat,Kitten,Feline Calicivirus,Moderate,Medical,Swollen Paw Pads Lethargy Fever Nasal Discharge Loss of Appetite
Dog,Adult,Heat Stroke,Severe,Emergency,Excessive Panting Restlessness Pacing Whining Tremors
Cat,Senior,Hypothyroidism,Moderate,Chronic,Weight Gain Thickened Skin Lethargy Slow Healing Recurrent Infections
Dog,Puppy,Intestinal Parasites,Moderate,Medical,Abdominal Swelling Diarrhea Dehydration Poor Growth Dull Coat
Cat,Adult,Psychogenic Alopecia,Mild,Behavioral,Excessive Grooming Hair Loss Skin Lesions Irritability Scratching
Dog,Adult,Internal Bleeding,Severe,Emergency,Swollen Abdomen Difficulty Breathing Pale Gums Weakness Collapse
Cat,Senior,Bladder Stones,Moderate,Surgical,Difficulty Urinating Blood in Urine Crying in Litter Box Frequent Licking Lethargy
Dog,Puppy,Conjunctivitis,Mild,Medical,Eye Discharge Squinting Redness Pawing at Eye Swelling
Cat,Kitten,Broken Bone,Moderate,Surgical,Limping Swollen Leg Pain Fever Lethargy
Dog,Senior,Thyroid Disease,Moderate,Chronic,Increased Appetite Weight Loss Panting Restlessness Hair Loss
Cat,Adult,Pleural Effusion,Severe,Emergency,Difficulty Breathing Open-Mouth Breathing Lethargy Blue Gums Collapse
Dog,Adult,Acral Lick Dermatitis,Mild,Behavioral,Excessive Licking Hair Loss Skin Redness Anxiety Restlessness
Cat,Senior,Abdominal Cancer,Severe,Terminal,Swollen Abdomen Difficulty Breathing Weight Loss Poor Appetite Lethargy
Dog,Puppy,Hypoglycemia,Severe,Emergency,Difficulty Walking Weakness Tremors Collapse Seizures
Cat,Kitten,Gastroenteritis,Moderate,Medical,Vomiting Diarrhea Abdominal Pain Fever Dehydration
Dog,Senior,Tracheal Collapse,Moderate,Chronic,Coughing Gagging Difficulty Breathing Exercise Intolerance Collapse
Cat,Adult,Feline Infectious Peritonitis,Severe,Terminal,Swollen Abdomen Lethargy Poor Appetite Vomiting Pale Gums
Dog,Adult,Noise Phobia,Mild,Behavioral,Excessive Panting Anxiety Pacing Trembling Hiding
Cat,Senior,Chronic Kidney Disease,Severe,Chronic,Increased Thirst Increased Urination Weight Loss Vomiting Lethargy
Dog,Puppy,Panosteitis,Moderate,Medical,Swollen Joints Fever Lameness Pain Lethargy
Cat,Kitten,Coronavirus,Moderate,Medical,Diarrhea Vomiting Dehydration Lethargy Fever
Dog,Senior,Congestive Heart Failure,Severe,Chronic,Difficulty Breathing Coughing Exercise Intolerance Fainting Collapse
Cat,Adult,Rhinitis,Mild,Medical,Sneezing Nasal Discharge Congestion Loss of Appetite Lethargy
Dog,Adult,Splenic Tumor,Severe,Surgical,Swollen Abdomen Lethargy Pale Gums Weakness Collapse
Cat,Senior,Stomatitis,Moderate,Dental,Difficulty Eating Weight Loss Drooling Bad Breath Pawing at Mouth
Dog,Puppy,Coronavirus,Moderate,Medical,Diarrhea Vomiting Lethargy Dehydration Fever
Cat,Kitten,Bronchitis,Moderate,Medical,Difficulty Breathing Wheezing Coughing Lethargy Blue Gums
Dog,Senior,Pleural Effusion,Severe,Emergency,Swollen Abdomen Difficulty Breathing Lethargy Coughing Exercise Intolerance
Cat,Adult,Arthritis,Moderate,Chronic,Limping Joint Pain Swelling Fever Lethargy
Dog,Adult,Separation Anxiety,Mild,Behavioral,Excessive Barking Pacing Destructive Behavior Escape Attempts House Soiling
Cat,Senior,Lung Cancer,Severe,Terminal,Difficulty Breathing Coughing Lethargy Poor Appetite Weight Loss
Dog,Puppy,Osteomyelitis,Moderate,Medical,Limping Pain Swelling Fever Lethargy
Cat,Kitten,Hydrocephalus,Severe,Chronic,Seizures Disorientation Circling Head Tilt Blindness
Dog,Senior,Intervertebral Disc Disease,Severe,Surgical,Difficulty Walking Weakness Muscle Wasting Lethargy Incontinence
Cat,Adult,Pancreatitis,Severe,Emergency,Vomiting Diarrhea Abdominal Pain Fever Dehydration
